,LGCYINVESTORID,TOP10SHSHLDVALpct,Unnamed: 0,CLUSTER,FULLNAME
3752,6033500,1.0,3752,0,Kontiki Capital Management (HK) Limited
3753,6033669,0.8355059852044114,3753,0,"Birchview Capital, LP"
3754,6034269,0.6974370087933209,3754,0,"Seidman & Associates, LLC"
3755,6036307,0.3431592850102471,3755,0,"BHZ Capital Management, LP"
3756,6037535,0.6523869524331247,3756,0,"Pinnacle Family Advisors, LLC"
3757,6038316,0.5603557857423802,3757,0,"Bishop Rock Capital, L.P."
3758,6039194,1.0,3758,0,The Energy & Minerals Group
3759,6039272,0.3326900234415235,3759,0,"Strategic Wealth Advisors Group, LLC"
3760,6041848,1.0,3760,0,"Summer Road, LLC"
3761,6042113,0.6523109102768214,3761,0,Lake Street Advisors
3762,6044415,1.0,3762,0,Kora Management LP
3763,6050301,0.4036569552704573,3763,0,ARK Investment Management LLC
3764,6050607,0.5181318759079186,3764,3,Intermede Investment Partners Limited
3765,6050972,0.2394678832128792,3765,3,"The Patten Group, Inc."
3766,6051899,0.9682009022681856,3766,0,"Viex Capital Advisors, LLC"
3767,6052688,0.5079410840031294,3767,0,Paradice Investment Management LLC
3768,6052961,0.7757891620616131,3768,0,SQN Investors LP
3769,6053249,0.2400625299047098,3769,0,LPL Financial LLC
3770,6054593,0.890063577808761,3770,0,Glendon Capital Management L.P.
3771,6054630,0.4089826669075871,3771,3,Riverpark Capital Management LLC
3772,6061612,0.9829544646302231,3772,3,Strategic Vision Investment Limited
3773,6063097,0.20603862219832286,3773,0,"Cascade Investment Advisors, Inc."
3774,6063232,0.4645655926449702,3774,0,"Capital Analysts, LLC"
3775,6064165,0.06384684536116007,3775,0,AHL Partners LLP
3776,6064585,1.0,3776,0,"Millennium TVP Management Co., LLC"
3777,6116795,0.2716451968492394,3777,3,GenCap Portfolio Management
3778,6118291,1.0,3778,0,Immersion Capital LLP
3779,6118393,0.366838005449316,3779,0,"Cypress Wealth Advisors, LLC"
3780,6120010,0.5251239518832673,3780,0,Melvin Capital Management LP
3781,6120251,0.688353391447738,3781,0,"Cloverdale Capital Management, LLC"
3782,6120564,1.0,3782,0,"The Magnolia Group, LLC"
3783,6121099,0.440275090176892,3783,3,Proficio Capital Partners
3784,6121941,0.2854588750868676,3784,3,"Capital Insight Partners, LLC"
3785,6122236,0.7124634500233801,3785,0,Biegel Waller Investment Advisory Services
3786,6122262,0.22850054281063434,3786,0,"Isthmus Partners, LLC"
3787,6124344,0.41583809825418416,3787,0,Adviser Investments LLC
3788,6124848,0.9177418806805444,3788,0,LNZ Capital LP
3789,6126558,0.5829123211000834,3789,0,"Nitorum Capital, L.P."
3790,6126559,0.8691321544098523,3790,0,"Hudson Way Capital Management, LLC"
3791,6127192,0.7153658859397107,3791,0,"EisnerAmper Wealth Management Corporate Benefits, LLC"
3792,6127511,0.5968822613633343,3792,0,Cider Mill Investments LLC
3793,6127764,0.9627074013378554,3793,0,"Wildcat Capital Management, LLC"
3794,6127822,0.5209759041719059,3794,0,"GCA Investment Management, LLC"
3795,6127843,0.18203181786256215,3795,0,"Aristotle Capital Boston, LLC"
3796,6128167,0.4042720982991039,3796,0,Verde Asset Management S.A.
3797,6129397,0.8725924997223675,3797,0,Carbonado Capital LLC
3798,6129580,0.19960244109186895,3798,0,Penserra Capital Management LLC
3799,6129655,0.7588625001821244,3799,0,Park Avenue Securities LLC
3800,6130293,0.4651403003434335,3800,3,"Financial Consulate, Inc."
3801,6131257,0.7042822558798233,3801,0,Community Bank of Raymore
3802,6131683,0.2880478243888362,3802,0,Dakota Wealth Management
3803,6131991,0.7748064797641098,3803,0,"Stonehearth Capital Management, LLC"
3804,6131992,0.3303119362248486,3804,0,"Pinnacle Wealth Management Advisory Group, LLC"
3805,6132699,0.5484734988453985,3805,0,"Roof, Eidam & Maycock, LLC"
3806,6132714,0.43109259017264384,3806,3,"Northstar Group, Inc."
3807,6132741,0.4689869966659984,3807,3,"Mercer Capital Advisers, Inc."
3808,6132746,0.5355171871726138,3808,0,"American Assets Capital Advisers, LLC"
3809,6133096,0.7817437232671919,3809,0,"Red Cedar Investment Management, LLC"
3810,6133206,0.2272542860513499,3810,3,"Mitchell, McLeod, Pugh & Williams, Inc."
3811,6133696,0.845426057139064,3811,0,"Northside Capital Management, LLC"
3812,6133698,0.4212641374143077,3812,3,"Neumann Capital Management, LLC"
3813,6133808,1.0,3813,0,Sand Grove Capital Management LLP
3814,6134025,0.19714902676533225,3814,0,"Palo Capital, Inc."
3815,6134026,0.4249811208474301,3815,0,Old Mission Capital LLC
3816,6134351,0.7191822216401754,3816,0,STERLING INVESTMENT ADVISORS LLC /ADV
3817,6134776,0.9234645348192771,3817,0,Folger Hill Asset Management LLC_NLE
3818,6134781,0.3913118265716953,3818,0,"Capital Planning Advisors, LLC"
3819,6134791,0.6004190594267919,3819,0,Clal Insurance Enterprises Holdings Ltd.
3820,6135077,0.2733128247499277,3820,3,"Godshalk Welsh Capital Management, Inc."
3821,6135162,0.4516704570984312,3821,3,Fulcrum Capital LLC
3822,6135166,0.18841857141967336,3822,0,"Butensky & Cohen Financial Security, Inc."
3823,6135169,0.6647368735291993,3823,3,"JRM Investment Counsel, LLC"
3824,6135170,0.9220727701284848,3824,0,"Equitec Proprietary Markets, LLC"
3825,6135173,0.5147174273325842,3825,0,"Barry Investment Advisors, LLC"
3826,6135174,0.4802736699961484,3826,3,"Jackson Wealth Management, LLC"
3827,6135175,0.3783570296107872,3827,0,"The CAPROCK Group, Inc."
3828,6135176,0.2196791034957089,3828,0,"CUE Financial Group, Inc."
3829,6135177,0.30463533941783233,3829,3,"Community Bank, N.A."
3830,6135499,0.3051867737783462,3830,3,Valley National Advisers Inc.
3831,6135537,0.25689523941768544,3831,0,"Redwood Investment Management, LLC"
3832,6135547,0.4616423657305518,3832,0,"The Family Firm, Inc."
3833,6135554,0.4949274735882389,3833,3,"Evanson Asset Management, LLC"
3834,6135555,0.3420341968290045,3834,0,Investment Partners Ltd
3835,6135556,0.8176172663425091,3835,0,Willow Creek Wealth Management Inc.
3836,6135557,0.9418329671050084,3836,0,"Equitec Specialists, LLC."
3837,6135558,0.2018034813154147,3837,0,Quadrature Capital LLP
3838,6135891,0.5921057378254613,3838,0,"Wealth Enhancement Advisory Services, LLC"
3839,6135921,0.3833604999175663,3839,0,"Investors Asset Management of Georgia, Inc."
3840,6135922,0.2531522185325251,3840,3,Boston Private Wealth LLC
3841,6135959,0.45457244081884896,3841,0,Ruggie Wealth Management
3842,6135962,0.4225462187504144,3842,3,HRT Financial LLC
3843,6136284,0.8411063743073749,3843,2,New England Professional Planning Group Inc.
3844,6136289,1.0,3844,1,"Gresham Partners, LLC"
3845,6136321,0.859076171825588,3845,0,"Lion Point Capital, L.P."
3846,6136328,0.9431107808055708,3846,0,"Ogorek Wealth Management, LLC"
3847,6136349,0.29608047644646,3847,3,"Benedict Financial Advisors, Inc"
3848,6136364,0.8103296130199743,3848,0,"Biltmore Wealth Management, LLC"
3849,6136368,0.24281464904475586,3849,0,Karp Capital Management Corporation
3850,6136370,0.6316740636415198,3850,0,AllSquare Wealth Management LLC
3851,6136376,0.6654832841492719,3851,2,"Wealth Architects, LLC"
3852,6136378,1.0,3852,0,TAM Capital Management Inc.
3853,6136380,0.4673263194853517,3853,3,"Stanley Capital Management, LLC"
3854,6136381,0.40938509781780696,3854,0,"Summit Financial Wealth Advisors, Llc"
3855,6136711,0.770101689005337,3855,0,"Madrona Financial Services, LLC"
3856,6136724,0.3392164161364299,3856,0,"Blue Chip Partners, Inc."
3857,6136765,0.3093135145601582,3857,0,"Concorde Asset Management, LLC"
3858,6136766,0.6202352988336156,3858,0,"McGowan Group Asset Management, Inc."
3859,6136767,1.0,3859,0,Echinus Advisors LLC
3860,6136769,0.5143204626412814,3860,0,"JCSD Capital, LLC"
3861,6136773,0.29937912080400136,3861,0,USA Financial Portformulas Corporation
3862,6136777,0.7143470052198582,3862,3,Marathon Trading Investment Management LLC
3863,6136782,0.24055734736333026,3863,3,"Lakeview Capital Partners, Llc"
3864,6137084,0.2782005531153229,3864,0,"Ninety One North America, Inc."
3865,6137087,0.8422527113838875,3865,2,"Summit Financial Strategies, Inc"
3866,6137093,0.8273979738496772,3866,0,Sylebra Capital Ltd.
3867,6137094,0.4387036747037339,3867,0,Keen Wealth Advisors
3868,6137111,0.13078844733045322,3868,0,"Koshinski Asset Management, Inc"
3869,6137114,0.4754755467689278,3869,3,CFO4Life
3870,6137115,1.0,3870,0,Diana Davis Spencer Foundation
3871,6137119,0.22365037211855332,3871,0,Mcshane Partners
3872,6137159,0.4544273556743396,3872,0,"Towercrest Capital Management, LLC"
3873,6137161,0.6947190639754273,3873,0,Avoro Capital Advisors LLC
3874,6137162,0.3082019717023577,3874,0,"Motley Fool Wealth Management, LLC"
3875,6137163,0.7390796221928171,3875,0,"Inspirion Wealth Advisors, LLC"
3876,6137165,0.42782006160412017,3876,0,"Sawtooth Asset Management, Inc."
3877,6137167,0.5664779082292496,3877,0,FutureAdvisor
3878,6137168,0.2012177371370854,3878,0,"Sunbelt Securities, Inc"
3879,6137171,0.43397501458357096,3879,0,"Long Road Investment Counsel, LLC"
3880,6137173,0.2154614358461478,3880,3,Argent Trust Company
3881,6137176,1.0,3881,0,Thiel Macro LLC
3882,6137180,0.07210063164011317,3882,0,Trexquant Investment LP
3883,6137183,1.0,3883,0,"P-Solve, L.L.C."
3884,6137783,0.3395984056220341,3884,3,Hedeker Wealth LLC
3885,6137805,0.18008650347511626,3885,0,GWM Advisors LLC
3886,6137825,0.3029514033438974,3886,0,"Fort, L.P."
3887,6137843,0.2677217768267416,3887,3,Mirador Capital Partners LP
3888,6137872,0.7795930347160588,3888,1,Sterling Global Strategies LLC
3889,6137914,0.37545778854801215,3889,3,"Peak Asset Management, LLC"
3890,6137935,0.9582490595207374,3890,2,Verger Capital Management LLC
3891,6137943,0.9999999999999998,3891,0,Cryder Capital Partners LLP
3892,6137952,0.9710688494202998,3892,0,"Arlington Capital Management, Inc"
3893,6137963,0.07173190852449388,3893,0,"Engineers Gate Manager, L.P."
3894,6137977,0.8285410863530523,3894,0,Betterment LLC
3895,6137989,0.5351909497109788,3895,0,Quinn Opportunity Partners LLC
3896,6137990,0.3494535309863755,3896,3,Rowland & Co Investment Counsel/Adv
3897,6137999,0.3235482541491626,3897,0,"RFG Advisory, LLC"
3898,6138000,0.09971464090937736,3898,0,NumerixS Quant
3899,6138004,0.3516132937084952,3899,3,"Cypress Capital Management, LLC (WY)"
3900,6138011,0.14478999589624095,3900,0,"Vident Investment Advisory, LLC"
3901,6138015,0.9418182985144758,3901,0,Shanda Payment Holdings Ltd.
3902,6138025,1.0,3902,0,"Spindletop Capital, LLC"
3903,6138028,0.6077540277508866,3903,0,"LVW Advisors, LLC"
3904,6138041,1.0000000000000002,3904,0,"Richmond Hill Investment Co., LP"
3905,6138042,0.4726971912398726,3905,3,"Intersect Capital, LLC"
3906,6138045,0.8721149313431487,3906,1,"NorthRock Partners, LLC"
3907,6138048,0.2309502179173969,3907,0,"Boothbay Fund Management, LLC"
3908,6138239,0.18700632092583735,3908,3,"Signet Financial Management, LLC"
3909,6138262,0.1805470322146012,3909,3,"Pacer Advisors, Inc."
3910,6138265,0.6877394145859708,3910,2,"Bontempo Ohly Capital Management, LLC"
3911,6138911,0.8499703201026962,3911,0,"Diversified Portfolios, Inc."
3912,6139212,0.3444314444321492,3912,0,Standard Life Investments (Corporate Funds) Ltd
3913,6139600,0.25639097933084143,3913,3,"HighPoint Advisor Group, LLC"
3914,6139686,1.0,3914,0,Madison International Realty
3915,6139735,0.8551918822775145,3915,2,"McNamara Financial Services, Inc."
3916,6140588,1.0,3916,0,"CAS Investment Partners, LLC"
3917,6141705,0.8683720261456043,3917,0,"Maple Rock Capital Partners, Inc."
3918,6142259,1.0000000000000002,3918,0,Thunderbird Partners LLP
3919,6142938,0.3242734251652749,3919,0,"Simplex Trading, LLC"
3920,6145043,0.3099091654843649,3920,0,"Rehmann Financial, LLC"
3921,6147658,0.6496727445407451,3921,0,"MV Capital Management, Inc."
3922,6148639,0.5246449005530892,3922,0,Frontier Wealth Management LLC
3923,6150519,1.0,3923,0,Hudson Executive Capital LP
3924,6156054,0.8579047829942961,3924,0,Clearfield Capital Management LP
3925,6157778,1.0,3925,0,Kokino LLC
3926,6161399,0.5655971834025942,3926,0,"Apertura Capital, LLC"
3927,6162703,0.16158279022722352,3927,0,Stichting Pensioenfonds SABIC
3928,6164160,0.31640356547811216,3928,3,"Perennial Advisors, LLC"
3929,6168904,0.8220798550132665,3929,0,"Kavi Asset Management, LP_NLE"
3930,6173483,0.3520976131577576,3930,0,Pegasus Partners Ltd.
3931,6174167,1.0,3931,0,Bodenholm Capital
3932,6175674,0.3225901365722512,3932,0,"Bruderman Asset Management, LLC"
3933,6176335,0.7396725551335983,3933,0,"Clear Investment Research, LLC"
3934,6176336,0.2826233793490629,3934,3,Ropes Wealth Advisors LLC
3935,6176849,0.9405683889487424,3935,2,"Rezny Wealth Management, Inc."
3936,6177850,0.2459804694613662,3936,0,"BKS Advisors, LLC"
3937,6178631,1.0,3937,0,Amerigo Asset Management
3938,6178670,0.6953536017062415,3938,0,"Landmark Financial Advisors, LLC"
3939,6178681,0.4517649193794642,3939,0,Graticule Asia Macro Advisors LLC
3940,6178740,1.0,3940,0,InvenTrust Properties Corp.
3941,6178741,0.8264035794417539,3941,0,Sharkey Howes & Javer Inc
3942,6178751,0.2256455245949859,3942,3,River Wealth Advisors LLC
3943,6178757,0.7777959822286665,3943,0,"Capital Advantage, Inc"
3944,6178759,0.3320784495058458,3944,0,"Voya Financial Advisors, Inc."
3945,6178760,0.2253266083164169,3945,3,Northwestern Mutual Investment Management Company LLC
3946,6179331,0.3126667074887289,3946,0,Chicago Partners Wealth Advisors
3947,6181927,0.7082070689483277,3947,0,Antipodes Partners Limited
3948,6187800,0.6001810843766839,3948,0,"Wellesley Investment Partners, LLC"
3949,6191577,0.5700832368641766,3949,0,"FormulaFolio Investments, LLC"
3950,6193620,0.5736319680954868,3950,0,Kranot Hishtalmut Le Morim Tichoniim Havera Menahelet LTD
3951,6193639,0.5661543735376532,3951,0,Kranot Hishtalmut Le Morim Ve Gananot Havera Menahelet LTD
3952,6201648,0.8704783375946851,3952,0,"D'Orazio & Associates, Inc."
3953,6203908,0.9502534616456754,3953,0,"Keenan Capital, LLC"
3954,6204189,0.39854951263412064,3954,3,The Trust Company (Manhattan)
3955,6204286,0.35773798174266536,3955,3,"Hall Capital Management Company, Inc."
3956,6206372,0.3645893402198931,3956,0,Chiron Investment Management LLC
3957,6206416,0.15631556852741535,3957,0,"MML Investors Services, LLC"
3958,6206811,0.4930791631929954,3958,0,Governors Lane LP
3959,6207852,1.0,3959,0,Axar Capital Management LP
3960,6211236,0.600628331241006,3960,0,Nexthera Capital LP
3961,6214401,1.0,3961,0,Ariose Capital Management Limited
3962,6215899,0.8349267438028889,3962,2,"Harfst and Associates, Inc"
3963,6217198,0.4346685045749926,3963,0,HGC Investment Management Inc.
3964,6217809,0.7652641466966366,3964,0,"Paracle Advisors, LLC"
3965,6217820,0.5164752573602549,3965,3,"Mission Wealth Management, LP"
3966,6218166,0.3965513267175013,3966,3,"Westbourne Investment Advisors, Inc."
3967,6218911,1.0,3967,0,Schooner Foundation
3968,6218945,1.0,3968,0,Park Avenue Institutional Advisers LLC
3969,6218946,0.94064641504717,3969,0,"Ailanthus Capital Management, LP_NLE"
3970,6218947,0.6546486994311878,3970,0,"Tortoise Index Solutions, LLC"
3971,6219274,0.7848747050599648,3971,0,"Engle Capital Management, L.P."
3972,6219541,0.4655901544097417,3972,0,Bristol Gate Capital Partners Inc.
3973,6219567,0.6744619373282873,3973,0,CMT Capital Markets Trading GmbH
3974,6219571,0.4864214999511871,3974,0,"Financial Advisory Service, Inc"
3975,6219573,0.9502174243834282,3975,0,"Rinet Company, LLC"
3976,6220932,0.7978130342432128,3976,0,"Asturias Capital, LLC"
3977,6222097,0.4670476878691718,3977,3,Financial Enhancement Group LLC
3978,6222455,0.7128711434488899,3978,0,"Latimer Light Capital, L.P._NLE"
3979,6223902,0.6060253809076416,3979,0,"Precision Path Capital, LP"
3980,6224205,0.6447094122860777,3980,0,Bramshill Investments
3981,6225998,1.0,3981,0,Indigo Partners LLC
3982,6226317,0.5483265561468588,3982,0,"TLP Trading, LLC"
3983,6226994,0.8008783374333329,3983,0,"Triarii Capital Management, LP"
3984,6228095,0.4376734127728875,3984,0,Gratus Capital LLC
3985,6229642,0.9998696247215498,3985,2,Cougar Global Investments Ltd.
3986,6230074,0.6506912151618925,3986,0,Dimension Capital Management LLC
3987,6230895,0.792972027616162,3987,0,Melqart Asset Management (UK) Limited
3988,6234226,0.5036266167734273,3988,0,"Asymmetry Capital Management, L.P"
3989,6236642,0.9327473533252664,3989,0,"Caldera Capital, LLC"
3990,6237523,0.8195554648731979,3990,0,Everett Capital Advisors UK LLP
3991,6237560,0.307182265486224,3991,0,Monument Wealth Management
3992,6239903,0.3907939924587776,3992,0,MFS International Singapore Pte. Ltd
3993,6241177,0.42464060198052256,3993,0,"Starfire Investment Advisers, Inc"
3994,6241836,0.4715015993530172,3994,3,"Stokes & Hubbell Capital Management, LLC_NLE"
3995,6245314,0.9334377819517854,3995,0,"Arkansas Financial Group, Inc"
3996,6248967,0.1791125824458171,3996,0,"William Blair Investment Management, LLC"
3997,6249995,0.4379402082317073,3997,0,"Cavalier Investments, LLC"
3998,6251831,0.7225132474738218,3998,0,"Snow Park Capital Partners, LP"
3999,6252674,0.5741938238994819,3999,0,Krilogy Financial LLC
4000,6255261,1.0,4000,0,Warlander Asset Management LP
4001,6255900,0.3288192520220389,4001,0,"Kendall Capital Management, Inc."
4002,6255938,0.8448708623645171,4002,0,Santori & Peters
4003,6255950,0.7573168994279327,4003,1,Woodard & Company Asset Management Group Inc.
4004,6255956,0.342482423010545,4004,0,Advisors Management Group Inc.
4005,6255987,0.2423591435726951,4005,3,"LeJeune Puetz Investment Counsel, L.L.C"
4006,6255998,0.35931571686806946,4006,3,Pegasus Asset Management Inc
4007,6255999,0.7395734710025316,4007,0,PHH Investments Ltd
4008,6256187,1.0,4008,0,Brilliance Asset Management Limited
4009,6256408,0.8018305307610569,4009,1,"Lowe Wealth Advisors, LLC"
4010,6258835,0.6231091890612797,4010,0,Mascoma Wealth Management LLC
4011,6259056,0.6031421195978217,4011,0,NF Trinity Capital (Hong Kong) Limited_NLE
4012,6259302,0.5240192790170212,4012,0,Blackstart Capital LP
4013,6259873,1.0000000000000002,4013,2,VCU Investment Management Company
4014,6261947,0.3681308457014168,4014,0,Northwest Bank
4015,6262146,0.1815267514268179,4015,0,Madison Asset Management LLC
4016,6262212,0.441605415358231,4016,0,USAA Asset Management Company
4017,6262327,0.3631107750803685,4017,3,Whitener Capital Management Inc
4018,6262428,1.0,4018,0,Matson Money Inc
4019,6264356,0.1100156574213503,4019,0,Teza Capital Management LLC
4020,6271002,1.0,4020,0,"Atalan Capital Partners, LP"
4021,6271047,0.5805750710387423,4021,0,Virtus Etf Advisers LLC
4022,6271049,0.2919417370597959,4022,3,Community Bank & Trust
4023,6273121,0.6190603132616576,4023,0,"Eversept Partners, LP"
4024,6274500,0.3688268498768113,4024,0,"Accurate Investment Solutions, Inc"
4025,6274512,0.5696103702491203,4025,0,"Deane Retirement Strategies, Inc."
4026,6275990,0.2998760196650712,4026,3,Watch Point Trust Company LLC
4027,6275996,0.050269483640023364,4027,0,"Fox Run Management, L.L.C"
4028,6275997,0.3380282319274146,4028,3,First Premier Bank
4029,6277054,0.5782138107779817,4029,0,"Wilks Brothers, LLC"
4030,6281390,1.0,4030,1,Seven Bridges Advisors LLC
4031,6281404,0.9274405104948532,4031,0,"Bishop & Company Investment Management, LLC"
4032,6282546,0.7464095095084325,4032,0,Sanoor Capital Management LP_NLE
4033,6282553,0.6779351339806097,4033,3,"Roof Advisory Group, Inc"
4034,6289571,0.7386576451165403,4034,0,"Youngs Advisory Group, Inc"
4035,6290951,1.0,4035,0,Glen Point Capital LLP
4036,6292507,0.9284753770503578,4036,0,"Orgel Wealth Management, LLC"
4037,6292579,0.4408259173237165,4037,0,"Colorado Capital Management, Inc."
4038,6292605,0.4579776170728721,4038,0,"Hochman Cole Investment Advisors, Inc."
4039,6295903,0.3277492075253133,4039,0,"StrategIQ Financial Group, LLC"
4040,6295912,0.5396233952622395,4040,0,Newfound Research LLC
4041,6297728,1.0,4041,0,"Atairos Management, L.P."
4042,6297733,1.0,4042,0,Camelot Capital Partners LLC
4043,6297762,0.8501035276543389,4043,0,"Cedar Wealth Management, LLC"
4044,6299575,0.8971798707659542,4044,0,MEAG MUNICH ERGO AssetManagement GmbH
4045,6301406,0.4244247016949804,4045,3,"Johanson Financial Advisors, Inc."
4046,6301492,0.13221544742681618,4046,0,"Alambic Investment Management, L.P."
4047,6303203,1.0,4047,0,"Sapphire Ventures, LLC"
4048,6303206,0.6985506167883886,4048,0,"Tamarack Advisers, LP"
4049,6303247,0.8237125924962347,4049,2,"Genovese Burford & Brothers Wealth And Retirement Plan Mgmt, LLC"
4050,6304925,0.6714208015889108,4050,2,"Klingman & Associates, LLC"
4051,6304964,0.6476396899993925,4051,0,"LLBH Private Wealth Management, LLC"
4052,6304965,0.37514975497622827,4052,3,Cottage Street Advisors LLC
4053,6305024,0.6327810142715456,4053,0,"BMO Family Office, LLC"
4054,6305026,0.3420277397514043,4054,3,"Physicians Financial Services, Inc."
4055,6305027,0.9724742248582604,4055,0,Concentus Wealth Advisors
4056,6305028,0.8830828070871165,4056,0,"TMD & Associates, Inc"
4057,6306933,0.8251726706936486,4057,0,Roundtable Investment Partners
4058,6306935,0.56607966873643,4058,0,"Moisand Fitzgerald Tamayo, LLC"
4059,6306936,0.3955879356605781,4059,3,Marshall & Melhorn LLC
4060,6306939,0.6810165817195553,4060,2,Home Federal Bank of Tennessee
4061,6306942,0.4068818210762093,4061,0,"Wealthspire Advisors, L.P."
4062,6308772,0.3937924594213944,4062,3,"RPg Family Wealth Advisory, LLC"
4063,6308803,0.966150849258812,4063,0,"Stuart Chaussee & Associates, Inc."
4064,6308804,0.15886730218119127,4064,0,Independent Financial Partners
4065,6308816,0.7474200778123609,4065,0,FFT Wealth Management LLC
4066,6308818,0.7158763489559984,4066,0,"LGL Partners, LLC"
4067,6308823,0.5082327121064679,4067,0,"Capital Asset Advisory Services, LLC"
4068,6308828,0.6252427322079833,4068,0,"Alliance Wealth Management Group, LLC"
4069,6308843,0.23748419669021545,4069,0,"Venturi Wealth Management, LLC"
4070,6308857,0.7075254030376629,4070,0,The St. Louis Trust Company
4071,6310636,0.4740529117069472,4071,3,Gerber Kawasaki Wealth & Investment Management
4072,6310659,0.9906508548532084,4072,0,"Caprin Asset Management, LLC"
4073,6310699,0.546901209838893,4073,0,Opera Trading Capital S.A.
4074,6310712,0.572239124985643,4074,0,"HGI Capital Management, LLC"
4075,6310713,0.3492699764966403,4075,3,"Nations Financial Group, Inc."
4076,6310721,0.588849670087398,4076,2,"Brightworth, LLC"
4077,6310725,0.3957763067056953,4077,2,"Cedar Capital, LLC"
4078,6312705,0.5562907884582164,4078,3,"Dedora Capital, Inc."
4079,6312710,0.8919804835631989,4079,0,"Meghalaya Partners, L.P."
4080,6312747,0.2839880608321321,4080,0,Queens Oak Advisors
4081,6314633,0.8929663908539718,4081,2,"Compass Financial Group, Inc."
4082,6314648,0.6640914738570175,4082,3,"The Clarius Group, LLC"
4083,6314653,0.4960899141469526,4083,3,"Traynor Capital Management, Inc."
4084,6314659,0.2525330973480296,4084,3,Oliver Luxxe Assets LLC
4085,6314663,0.6314397695991115,4085,0,"Private Vista, LLC"
4086,6314680,1.0000000000000002,4086,0,Point72 Asia (Singapore) Pte. Ltd.
4087,6314683,0.5599398846114135,4087,0,"Integrated Investment Consultants, LLC"
4088,6314691,0.20705681207124207,4088,0,Cetera Investment Advisers LLC
4089,6314703,0.4757675559975221,4089,0,Nicolet National Bank
4090,6314707,0.3807315143520818,4090,3,"Charter Research & Investment Group, Inc."
4091,6314708,0.5204875492795185,4091,0,Castleton Investment Management LLC
4092,6314709,0.12070124839034416,4092,0,"Bayesian Capital Management, LP"
4093,6314710,0.09587490135325168,4093,0,Sciencast Management LP
4094,6314714,0.5007716685947208,4094,0,"Otter Creek Advisors, LLC"
4095,6314715,0.2565820601384633,4095,0,"Asset Dedication, LLC"
4096,6314716,1.0000000000000002,4096,0,Aviva Holdings Ltd.
4097,6314717,0.2943403915688744,4097,3,"Capital Wealth Advisors, Inc"
4098,6314718,1.0,4098,0,Biomark Capital Management Co. LLC
4099,6314720,0.4183060454892282,4099,0,"Eliot Finkel Investment Counsel, LLC"
4100,6316752,0.8775374591790163,4100,0,Banco BTG Pactual SA
4101,6316761,0.2509362842339021,4101,0,"RPG Investment Advisory, LLC"
4102,6316763,0.32556985169171393,4102,0,"Kalos Management, Inc."
4103,6316797,0.18151650127063806,4103,0,"Ausdal Financial Partners, Inc."
4104,6321415,0.41566370771243816,4104,3,"Arbor Wealth Management, LLC"
4105,6321431,0.34985063160678864,4105,0,"Canal Capital Management, LLC"
4106,6324053,0.2858761736573109,4106,0,Morgan Stanley Wealth Management Australia Pty. Ltd.
4107,6324086,1.0,4107,0,Artal International S.C.A.
4108,6328617,0.8459063066481242,4108,1,Bach Investment Advisors Ltd.
4109,6333624,1.0,4109,0,"Ulys, L.L.C."
4110,6333626,0.31262109823249795,4110,0,"Cribstone Capital Management, LLC"
4111,6333681,0.2987184730307692,4111,0,Port Capital LLC
4112,6336170,1.0,4112,0,Quadratic Capital Management LLC
4113,6338895,0.4325742545395569,4113,0,"Edmonds Duncan Registered Investment Advisors, LLC"
4114,6341979,0.6205535146218399,4114,0,"Oribel Capital Management, LP"
4115,6342000,0.4204368901843728,4115,0,"B. Riley Financial, Inc"
4116,6344860,0.3789320541802012,4116,0,"Cornerstone Advisory, LLC"
4117,6346531,0.7054376374599103,4117,0,"Crawford Lake Capital Management, LLC"
4118,6347715,0.9379170113869096,4118,0,"Strycker View Capital, LLC"
4119,6347759,0.2195330702704436,4119,3,"Laurel Wealth Advisors, Inc."
4120,6349089,0.4100904215084432,4120,0,Gillson Capital LP
4121,6349095,0.3658563933311844,4121,0,"True Private Wealth Advisors, LLC"
4122,6349126,0.3453735483041961,4122,0,Matisse Capital
4123,6349541,0.5541898588034754,4123,1,"BigSur Wealth Management, LLC"
4124,6351082,0.984833696348672,4124,0,"Chai Trust Company, LLC"
4125,6351564,0.3999803687183571,4125,0,"BP Capital Fund Advisors, LLC"
4126,6355833,0.3692508030169183,4126,0,Precocity Capital LP_NLE
4127,6357630,0.5636518837439275,4127,0,"Peak Financial Management, Inc."
4128,6358515,0.2847671098647541,4128,0,DBX Advisors LLC.
4129,6359206,0.8183333801727081,4129,0,TVR Capital Management LP
4130,6359698,0.8707002503260269,4130,0,AdamCapital Gestao de Recursos Ltda
4131,6360539,0.7986188560550868,4131,0,Key Square Capital Management LLC
4132,6361566,0.28651487534312703,4132,3,Bridge Creek Capital Management LLC
4133,6362481,0.2733653917667089,4133,3,V Wealth Advisors LLC
4134,6362484,0.4454619072629877,4134,0,"Kelman-Lazarov, Inc"
4135,6366407,0.8854807139817124,4135,0,"Retirement Capital Strategies, Inc"
4136,6366845,0.20129989793493208,4136,3,Mn Services Vermogensbeheer B.V
4137,6366919,0.6528790366201176,4137,0,HORAN Wealth Management
4138,6383763,0.40972911031237774,4138,3,"Bristlecone Advisors, LLC"
4139,6383765,0.9705241660272976,4139,0,SoMa Equity Partners LP
4140,6389133,0.6212919352924704,4140,0,"Vivaldi Asset Management, LLC"
